ID,orbit,scene,tile,time_UTC
US-xJR,14899,12,13SCS,2021-02-20 20:24:19
US-Jo2,14899,12,13SCS,2021-02-20 20:24:19
US-Jo1,14899,12,13SCS,2021-02-20 20:24:19
US-xNG,14913,5,14TLS,2021-02-21 17:58:55
US-MMS,14913,9,16SEJ,2021-02-21 18:02:23
US-UiB,14913,9,16TCK,2021-02-21 18:02:23
US-xRN,14913,10,16SGE,2021-02-21 18:03:15
US-xGR,14913,10,17SKV,2021-02-21 18:03:15
US-Rls,14914,10,11TNH,2021-02-21 19:33:58
US-Rwf,14914,10,11TNH,2021-02-21 19:33:58
US-Rws,14914,10,11TNH,2021-02-21 19:33:58
US-Rms,14914,10,11TNH,2021-02-21 19:33:58
US-xNQ,14914,11,12TUK,2021-02-21 19:34:50
US-xMB,14914,12,12SXH,2021-02-21 19:35:42
US-Seg,14914,13,13SCU,2021-02-21 19:36:34
US-Mpj,14914,13,13SCU,2021-02-21 19:36:34
US-Ses,14914,13,13SCU,2021-02-21 19:36:34
US-Vcp,14914,13,13SCV,2021-02-21 19:36:34
US-Vcs,14914,13,13SCV,2021-02-21 19:36:34
US-Vcm,14914,13,13SCV,2021-02-21 19:36:34
US-Wjs,14914,13,13SDU,2021-02-21 19:36:34
US-HBK,14927,10,18TYP,2021-02-22 15:39:23
US-Bar,14927,11,19TCJ,2021-02-22 15:40:15
US-xBR,14927,11,19TCJ,2021-02-22 15:40:15
US-Ho2,14927,11,19TEL,2021-02-22 15:40:15
US-Ho1,14927,11,19TEL,2021-02-22 15:40:15
US-xNG,14928,5,14TLS,2021-02-22 17:11:40
US-xWD,14928,5,14TMT,2021-02-22 17:11:40
US-xDC,14928,5,14TMT,2021-02-22 17:11:40
US-Ro4,14928,7,15TVK,2021-02-22 17:13:24
US-DFC,14928,7,15TYJ,2021-02-22 17:13:24
US-CS5,14928,7,15TYJ,2021-02-22 17:13:24
US-CC2,14928,7,15TYJ,2021-02-22 17:13:24
US-DFK,14928,7,15TYJ,2021-02-22 17:13:24
US-CC1,14928,7,15TYJ,2021-02-22 17:13:24
US-UiB,14928,8,16TCK,2021-02-22 17:14:16
US-KM4,14928,8,16TFN,2021-02-22 17:14:16
US-MMS,14928,9,16SEJ,2021-02-22 17:15:08
US-xML,14928,10,17SNB,2021-02-22 17:16:00
US-NC3,14928,11,18SUE,2021-02-22 17:16:52
US-NC2,14928,11,18SUE,2021-02-22 17:16:52
US-NC4,14928,11,18SVE,2021-02-22 17:16:52
US-xPU,14932,10,05QKB,2021-02-22 23:34:20
US-Ho2,14942,14,19TEL,2021-02-23 14:52:50
US-Ho1,14942,14,19TEL,2021-02-23 14:52:50
US-xWD,14943,4,14TMT,2021-02-23 16:24:00
US-xDC,14943,4,14TMT,2021-02-23 16:24:00
US-PFb,14943,6,15TYL,2021-02-23 16:25:44
US-PFg,14943,6,15TYL,2021-02-23 16:25:44
US-PFc,14943,6,15TYL,2021-02-23 16:25:44
US-xST,14943,6,15TYL,2021-02-23 16:25:44
US-PFd,14943,6,15TYL,2021-02-23 16:25:44
US-PFs,14943,6,15TYL,2021-02-23 16:25:44
US-PFm,14943,6,15TYL,2021-02-23 16:25:44
US-PFh,14943,6,15TYL,2021-02-23 16:25:44
US-PFr,14943,6,15TYL,2021-02-23 16:25:44
US-PFL,14943,6,15TYL,2021-02-23 16:25:44
US-xTR,14943,6,15TYL,2021-02-23 16:25:44
US-PFi,14943,6,15TYL,2021-02-23 16:25:44
US-PFq,14943,6,15TYL,2021-02-23 16:25:44
US-PFt,14943,6,15TYL,2021-02-23 16:25:44
US-PFj,14943,6,15TYL,2021-02-23 16:25:44
US-WCr,14943,6,15TYL,2021-02-23 16:25:44
US-PFp,14943,6,15TYL,2021-02-23 16:25:44
US-PFn,14943,6,15TYL,2021-02-23 16:25:44
US-PFk,14943,6,15TYL,2021-02-23 16:25:44
US-xUN,14943,6,15TYM,2021-02-23 16:25:44
US-TrB,14943,6,15TYM,2021-02-23 16:25:44
US-Los,14943,6,15TYM,2021-02-23 16:25:44
US-PFe,14943,6,15TYM,2021-02-23 16:25:44
US-TrS,14943,6,15TYM,2021-02-23 16:25:44
US-Syv,14943,6,15TYM,2021-02-23 16:25:44
US-CS5,14943,7,15TYJ,2021-02-23 16:26:36
US-CC2,14943,7,15TYJ,2021-02-23 16:26:36
US-CC1,14943,7,15TYJ,2021-02-23 16:26:36
US-UMd,14943,7,16TFR,2021-02-23 16:26:36
US-UMB,14943,7,16TFR,2021-02-23 16:26:36
US-KM4,14943,8,16TFN,2021-02-23 16:27:28
US-UC2,14943,9,17TQF,2021-02-23 16:28:20
US-UC1,14943,9,17TQF,2021-02-23 16:28:20
US-xBL,14943,10,17SQD,2021-02-23 16:29:12
US-xSC,14943,10,17SQD,2021-02-23 16:29:12
US-xSE,14943,10,18SUJ,2021-02-23 16:29:12
US-RGB,14945,10,10SEJ,2021-02-23 19:34:56
US-xSJ,14945,11,11SKB,2021-02-23 19:35:48
US-xSP,14945,11,11SKB,2021-02-23 19:35:48
US-xTE,14945,11,11SLB,2021-02-23 19:35:48
US-PFb,14958,6,15TYL,2021-02-24 15:38:37
US-PFg,14958,6,15TYL,2021-02-24 15:38:37
US-PFc,14958,6,15TYL,2021-02-24 15:38:37
US-PFd,14958,6,15TYL,2021-02-24 15:38:37
US-PFs,14958,6,15TYL,2021-02-24 15:38:37
US-PFm,14958,6,15TYL,2021-02-24 15:38:37
US-PFh,14958,6,15TYL,2021-02-24 15:38:37
US-PFr,14958,6,15TYL,2021-02-24 15:38:37
US-PFL,14958,6,15TYL,2021-02-24 15:38:37
US-PFi,14958,6,15TYL,2021-02-24 15:38:37
US-PFq,14958,6,15TYL,2021-02-24 15:38:37
US-PFt,14958,6,15TYL,2021-02-24 15:38:37
US-PFj,14958,6,15TYL,2021-02-24 15:38:37
US-WCr,14958,6,15TYL,2021-02-24 15:38:37
US-PFp,14958,6,15TYL,2021-02-24 15:38:37
US-PFn,14958,6,15TYL,2021-02-24 15:38:37
US-PFk,14958,6,15TYL,2021-02-24 15:38:37
US-xUN,14958,6,15TYM,2021-02-24 15:38:37
US-TrB,14958,6,15TYM,2021-02-24 15:38:37
US-Los,14958,6,15TYM,2021-02-24 15:38:37
US-PFe,14958,6,15TYM,2021-02-24 15:38:37
US-TrS,14958,6,15TYM,2021-02-24 15:38:37
US-Syv,14958,6,15TYM,2021-02-24 15:38:37
US-UMd,14958,7,16TFR,2021-02-24 15:39:29
US-UMB,14958,7,16TFR,2021-02-24 15:39:29
CA-Cbo,14958,8,17TNK,2021-02-24 15:40:21
US-xKZ,14959,5,14SQJ,2021-02-24 17:15:31
US-xKA,14959,5,14SQJ,2021-02-24 17:15:31
US-xUK,14959,5,15SUD,2021-02-24 17:15:31
US-MOz,14959,6,15SWC,2021-02-24 17:16:23
US-xDL,14959,8,16SDB,2021-02-24 17:18:06
US-xTA,14959,8,16SDB,2021-02-24 17:18:06
US-xJE,14959,9,16RGV,2021-02-24 17:18:58
US-SP1,14959,9,17RLN,2021-02-24 17:18:58
US-xSB,14959,9,17RLN,2021-02-24 17:18:58
US-PAS,14959,10,17RML,2021-02-24 17:19:50
US-ONA,14959,10,17RML,2021-02-24 17:19:50
US-xDS,14959,10,17RMM,2021-02-24 17:19:50
US-RGB,14960,8,10SEJ,2021-02-24 18:47:59
US-xSR,14960,11,12SWA,2021-02-24 18:50:35
US-MtB,14960,11,12SWA,2021-02-24 18:50:35
US-SRG,14960,11,12SWA,2021-02-24 18:50:35
US-SRS,14960,11,12SWA,2021-02-24 18:50:35
US-SRM,14960,11,12SWA,2021-02-24 18:50:35
US-Wkg,14960,12,12SWA,2021-02-24 18:51:27
US-Whs,14960,12,12SWA,2021-02-24 18:51:27
US-CMW,14960,12,12SWA,2021-02-24 18:51:27
US-xJR,14960,12,13SCS,2021-02-24 18:51:27
US-Jo2,14960,12,13SCS,2021-02-24 18:51:27
US-Jo1,14960,12,13SCS,2021-02-24 18:51:27
CA-Cbo,14973,7,17TNK,2021-02-25 14:52:54
US-xHA,14973,9,18TYN,2021-02-25 14:54:38
US-Ha2,14973,9,18TYN,2021-02-25 14:54:38
US-HBK,14973,9,18TYP,2021-02-25 14:54:38
US-Bar,14973,9,19TCJ,2021-02-25 14:54:38
US-xBR,14973,9,19TCJ,2021-02-25 14:54:38
US-xNG,14974,3,14TLS,2021-02-25 16:25:57
US-UiB,14974,6,16TCK,2021-02-25 16:28:33
US-MMS,14974,7,16SEJ,2021-02-25 16:29:25
US-UiB,14974,7,16TCK,2021-02-25 16:29:25
US-xRN,14974,8,16SGE,2021-02-25 16:30:17
US-xGR,14974,8,17SKV,2021-02-25 16:30:17
US-Rls,14975,8,11TNH,2021-02-25 18:00:10
US-Rws,14975,8,11TNH,2021-02-25 18:00:10
US-Rls,14975,9,11TNH,2021-02-25 18:01:02
US-Rwf,14975,9,11TNH,2021-02-25 18:01:02
US-Rws,14975,9,11TNH,2021-02-25 18:01:02
US-Rms,14975,9,11TNH,2021-02-25 18:01:02
US-xNQ,14975,10,12TUK,2021-02-25 18:01:54
US-xMB,14975,11,12SXH,2021-02-25 18:02:46
US-Seg,14975,12,13SCU,2021-02-25 18:03:38
US-Mpj,14975,12,13SCU,2021-02-25 18:03:38
US-Ses,14975,12,13SCU,2021-02-25 18:03:38
US-Vcp,14975,12,13SCV,2021-02-25 18:03:38
US-Vcs,14975,12,13SCV,2021-02-25 18:03:38
US-Vcm,14975,12,13SCV,2021-02-25 18:03:38
US-Wjs,14975,12,13SDU,2021-02-25 18:03:38
US-xNG,14989,5,14TLS,2021-02-26 15:38:42
US-xWD,14989,5,14TMT,2021-02-26 15:38:42
US-xDC,14989,5,14TMT,2021-02-26 15:38:42
US-Ro4,14989,7,15TVK,2021-02-26 15:40:26
US-DFC,14989,7,15TYJ,2021-02-26 15:40:26
US-CS5,14989,7,15TYJ,2021-02-26 15:40:26
US-CC2,14989,7,15TYJ,2021-02-26 15:40:26
US-DFK,14989,7,15TYJ,2021-02-26 15:40:26
US-CC1,14989,7,15TYJ,2021-02-26 15:40:26
US-UiB,14989,8,16TCK,2021-02-26 15:41:18
US-KM4,14989,8,16TFN,2021-02-26 15:41:18
US-MMS,14989,9,16SEJ,2021-02-26 15:42:10
US-xML,14989,10,17SNB,2021-02-26 15:43:02
US-NC3,14989,11,18SUE,2021-02-26 15:43:54
US-NC2,14989,11,18SUE,2021-02-26 15:43:54
US-NC4,14989,11,18SVE,2021-02-26 15:43:54
US-Rls,14990,4,11TNH,2021-02-26 17:13:12
US-Rwf,14990,4,11TNH,2021-02-26 17:13:12
US-Rws,14990,4,11TNH,2021-02-26 17:13:12
US-Rms,14990,4,11TNH,2021-02-26 17:13:12
US-xNW,14990,7,13TDE,2021-02-26 17:15:48
US-NR3,14990,7,13TDE,2021-02-26 17:15:48
US-xRM,14990,7,13TDE,2021-02-26 17:15:48
US-NR4,14990,7,13TDE,2021-02-26 17:15:48
US-xAE,14990,9,14SME,2021-02-26 17:17:32
US-xCL,14990,9,14SPC,2021-02-26 17:17:32
US-xPU,14993,13,05QKB,2021-02-26 22:01:17
US-Ho2,15003,9,19TEL,2021-02-27 13:19:33
US-Ho1,15003,9,19TEL,2021-02-27 13:19:33
US-xWD,15004,4,14TMT,2021-02-27 14:50:58
US-xDC,15004,4,14TMT,2021-02-27 14:50:58
US-PFb,15004,6,15TYL,2021-02-27 14:52:42
US-PFg,15004,6,15TYL,2021-02-27 14:52:42
US-PFc,15004,6,15TYL,2021-02-27 14:52:42
US-xST,15004,6,15TYL,2021-02-27 14:52:42
US-PFd,15004,6,15TYL,2021-02-27 14:52:42
US-PFs,15004,6,15TYL,2021-02-27 14:52:42
US-PFm,15004,6,15TYL,2021-02-27 14:52:42
US-PFh,15004,6,15TYL,2021-02-27 14:52:42
US-PFr,15004,6,15TYL,2021-02-27 14:52:42
US-PFL,15004,6,15TYL,2021-02-27 14:52:42
US-xTR,15004,6,15TYL,2021-02-27 14:52:42
US-PFi,15004,6,15TYL,2021-02-27 14:52:42
US-PFq,15004,6,15TYL,2021-02-27 14:52:42
US-PFt,15004,6,15TYL,2021-02-27 14:52:42
US-PFj,15004,6,15TYL,2021-02-27 14:52:42
US-WCr,15004,6,15TYL,2021-02-27 14:52:42
US-PFp,15004,6,15TYL,2021-02-27 14:52:42
US-PFn,15004,6,15TYL,2021-02-27 14:52:42
US-PFk,15004,6,15TYL,2021-02-27 14:52:42
US-xUN,15004,6,15TYM,2021-02-27 14:52:42
US-TrB,15004,6,15TYM,2021-02-27 14:52:42
US-Los,15004,6,15TYM,2021-02-27 14:52:42
US-PFe,15004,6,15TYM,2021-02-27 14:52:42
US-TrS,15004,6,15TYM,2021-02-27 14:52:42
US-Syv,15004,6,15TYM,2021-02-27 14:52:42
US-CS5,15004,7,15TYJ,2021-02-27 14:53:34
US-CC2,15004,7,15TYJ,2021-02-27 14:53:34
US-CC1,15004,7,15TYJ,2021-02-27 14:53:34
US-UMd,15004,7,16TFR,2021-02-27 14:53:34
US-UMB,15004,7,16TFR,2021-02-27 14:53:34
US-KM4,15004,8,16TFN,2021-02-27 14:54:26
US-UC2,15004,9,17TQF,2021-02-27 14:55:18
US-UC1,15004,9,17TQF,2021-02-27 14:55:18
US-xBL,15004,10,17SQD,2021-02-27 14:56:10
US-xSC,15004,10,17SQD,2021-02-27 14:56:10
US-xSE,15004,10,18SUJ,2021-02-27 14:56:10
US-xNW,15005,9,13TDE,2021-02-27 16:28:03
US-NR3,15005,9,13TDE,2021-02-27 16:28:03
US-xRM,15005,9,13TDE,2021-02-27 16:28:03
US-NR4,15005,9,13TDE,2021-02-27 16:28:03
US-xCP,15005,9,13TEF,2021-02-27 16:28:03
US-xSL,15005,9,13TFE,2021-02-27 16:28:03
US-ARM,15005,11,14SPF,2021-02-27 16:29:47
US-xLE,15005,14,16SCA,2021-02-27 16:32:23
US-RGB,15006,1,10SEJ,2021-02-27 18:01:54
US-xSJ,15006,2,11SKB,2021-02-27 18:02:46
US-xSP,15006,2,11SKB,2021-02-27 18:02:46
US-xTE,15006,2,11SLB,2021-02-27 18:02:46
US-PFb,15019,4,15TYL,2021-02-28 14:05:31
US-PFg,15019,4,15TYL,2021-02-28 14:05:31
US-PFc,15019,4,15TYL,2021-02-28 14:05:31
US-xST,15019,4,15TYL,2021-02-28 14:05:31
US-PFd,15019,4,15TYL,2021-02-28 14:05:31
US-PFs,15019,4,15TYL,2021-02-28 14:05:31
US-PFm,15019,4,15TYL,2021-02-28 14:05:31
US-PFh,15019,4,15TYL,2021-02-28 14:05:31
US-PFr,15019,4,15TYL,2021-02-28 14:05:31
US-PFL,15019,4,15TYL,2021-02-28 14:05:31
US-xTR,15019,4,15TYL,2021-02-28 14:05:31
US-PFi,15019,4,15TYL,2021-02-28 14:05:31
US-PFq,15019,4,15TYL,2021-02-28 14:05:31
US-PFt,15019,4,15TYL,2021-02-28 14:05:31
US-PFj,15019,4,15TYL,2021-02-28 14:05:31
US-WCr,15019,4,15TYL,2021-02-28 14:05:31
US-PFp,15019,4,15TYL,2021-02-28 14:05:31
US-PFn,15019,4,15TYL,2021-02-28 14:05:31
US-PFk,15019,4,15TYL,2021-02-28 14:05:31
US-xUN,15019,4,15TYM,2021-02-28 14:05:31
US-TrB,15019,4,15TYM,2021-02-28 14:05:31
US-Los,15019,4,15TYM,2021-02-28 14:05:31
US-PFe,15019,4,15TYM,2021-02-28 14:05:31
US-TrS,15019,4,15TYM,2021-02-28 14:05:31
US-Syv,15019,4,15TYM,2021-02-28 14:05:31
US-UMd,15019,5,16TFR,2021-02-28 14:06:23
US-UMB,15019,5,16TFR,2021-02-28 14:06:23
CA-Cbo,15019,6,17TNK,2021-02-28 14:07:15
US-UC2,15019,7,17TQF,2021-02-28 14:08:07
US-UC1,15019,7,17TQF,2021-02-28 14:08:07
US-xKZ,15020,5,14SQJ,2021-02-28 15:42:30
US-xKA,15020,5,14SQJ,2021-02-28 15:42:30
US-xUK,15020,5,15SUD,2021-02-28 15:42:30
US-MOz,15020,6,15SWC,2021-02-28 15:43:22
US-xDL,15020,8,16SDB,2021-02-28 15:45:06
US-xTA,15020,8,16SDB,2021-02-28 15:45:06
US-xJE,15020,9,16RGV,2021-02-28 15:45:57
US-SP1,15020,9,17RLN,2021-02-28 15:45:57
US-xSB,15020,9,17RLN,2021-02-28 15:45:57
US-PAS,15020,10,17RML,2021-02-28 15:46:49
US-ONA,15020,10,17RML,2021-02-28 15:46:49
US-xDS,15020,10,17RMM,2021-02-28 15:46:49
US-RGB,15021,10,10SEJ,2021-02-28 17:14:49
US-xSR,15021,13,12SWA,2021-02-28 17:17:25
US-MtB,15021,13,12SWA,2021-02-28 17:17:25
US-SRM,15021,13,12SWA,2021-02-28 17:17:25
US-Wkg,15021,14,12SWA,2021-02-28 17:18:17
US-SRG,15021,14,12SWA,2021-02-28 17:18:17
US-Whs,15021,14,12SWA,2021-02-28 17:18:17
US-SRS,15021,14,12SWA,2021-02-28 17:18:17
US-SRM,15021,14,12SWA,2021-02-28 17:18:17
US-CMW,15021,14,12SWA,2021-02-28 17:18:17
US-xJR,15021,14,13SCS,2021-02-28 17:18:17
US-Jo2,15021,14,13SCS,2021-02-28 17:18:17
US-Jo1,15021,14,13SCS,2021-02-28 17:18:17
CA-Cbo,15034,7,17TNK,2021-03-01 13:19:55
US-xHA,15034,9,18TYN,2021-03-01 13:21:39
US-Ha2,15034,9,18TYN,2021-03-01 13:21:39
US-HBK,15034,9,18TYP,2021-03-01 13:21:39
US-Bar,15034,9,19TCJ,2021-03-01 13:21:39
US-xBR,15034,9,19TCJ,2021-03-01 13:21:39
US-MMS,15035,9,16SEJ,2021-03-01 14:56:22
US-UiB,15035,9,16TCK,2021-03-01 14:56:22
US-xRN,15035,10,16SGE,2021-03-01 14:57:14
US-xGR,15035,10,17SKV,2021-03-01 14:57:14
US-xWR,15036,7,10TER,2021-03-01 16:26:17
US-xAB,15036,7,10TER,2021-03-01 16:26:17
US-Me2,15036,7,10TFQ,2021-03-01 16:26:17
US-Me6,15036,7,10TFQ,2021-03-01 16:26:17
US-HBK,15049,12,18TYP,2021-03-02 12:33:37
US-Bar,15049,12,19TCJ,2021-03-02 12:33:37
US-xBR,15049,12,19TCJ,2021-03-02 12:33:37
US-Ho2,15049,13,19TEL,2021-03-02 12:34:29
US-Ho1,15049,13,19TEL,2021-03-02 12:34:29
US-xNG,15050,4,14TLS,2021-03-02 14:05:38
US-xWD,15050,4,14TMT,2021-03-02 14:05:38
US-xDC,15050,4,14TMT,2021-03-02 14:05:38
US-Ro4,15050,6,15TVK,2021-03-02 14:07:22
US-DFC,15050,6,15TYJ,2021-03-02 14:07:22
US-CS5,15050,6,15TYJ,2021-03-02 14:07:22
US-CC2,15050,6,15TYJ,2021-03-02 14:07:22
US-DFK,15050,6,15TYJ,2021-03-02 14:07:22
US-CC1,15050,6,15TYJ,2021-03-02 14:07:22
US-UiB,15050,7,16TCK,2021-03-02 14:08:14
US-KM4,15050,7,16TFN,2021-03-02 14:08:14
US-MMS,15050,8,16SEJ,2021-03-02 14:09:06
US-xML,15050,9,17SNB,2021-03-02 14:09:58
US-NC3,15050,10,18SUE,2021-03-02 14:10:50
US-NC2,15050,10,18SUE,2021-03-02 14:10:50
US-NC4,15050,10,18SVE,2021-03-02 14:10:50
US-xWR,15051,7,10TER,2021-03-02 15:38:39
US-xAB,15051,7,10TER,2021-03-02 15:38:39
US-Me2,15051,7,10TFQ,2021-03-02 15:38:39
US-Me6,15051,7,10TFQ,2021-03-02 15:38:39
US-CF1,15051,8,11TMM,2021-03-02 15:39:31
US-CF4,15051,8,11TMM,2021-03-02 15:39:31
US-CF2,15051,8,11TMM,2021-03-02 15:39:31
US-CF3,15051,8,11TMM,2021-03-02 15:39:31
US-xNW,15051,11,13TDE,2021-03-02 15:42:47
US-NR3,15051,11,13TDE,2021-03-02 15:42:47
US-xRM,15051,11,13TDE,2021-03-02 15:42:47
US-NR4,15051,11,13TDE,2021-03-02 15:42:47
US-xAE,15051,13,14SME,2021-03-02 15:44:31
US-xCL,15051,13,14SPC,2021-03-02 15:44:31
US-xPU,15054,15,05QKB,2021-03-02 20:28:17
US-Ho2,15064,8,19TEL,2021-03-03 11:47:01
US-Ho1,15064,8,19TEL,2021-03-03 11:47:01
US-Ro4,15065,5,15TVK,2021-03-03 13:19:40
US-PFb,15065,5,15TYL,2021-03-03 13:19:40
US-PFg,15065,5,15TYL,2021-03-03 13:19:40
US-PFc,15065,5,15TYL,2021-03-03 13:19:40
US-xST,15065,5,15TYL,2021-03-03 13:19:40
US-PFd,15065,5,15TYL,2021-03-03 13:19:40
US-PFs,15065,5,15TYL,2021-03-03 13:19:40
US-PFm,15065,5,15TYL,2021-03-03 13:19:40
US-PFh,15065,5,15TYL,2021-03-03 13:19:40
US-PFr,15065,5,15TYL,2021-03-03 13:19:40
US-PFL,15065,5,15TYL,2021-03-03 13:19:40
US-xTR,15065,5,15TYL,2021-03-03 13:19:40
US-PFi,15065,5,15TYL,2021-03-03 13:19:40
US-PFq,15065,5,15TYL,2021-03-03 13:19:40
US-PFt,15065,5,15TYL,2021-03-03 13:19:40
US-PFj,15065,5,15TYL,2021-03-03 13:19:40
US-WCr,15065,5,15TYL,2021-03-03 13:19:40
US-PFp,15065,5,15TYL,2021-03-03 13:19:40
US-PFn,15065,5,15TYL,2021-03-03 13:19:40
US-PFk,15065,5,15TYL,2021-03-03 13:19:40
US-xUN,15065,5,15TYM,2021-03-03 13:19:40
US-TrB,15065,5,15TYM,2021-03-03 13:19:40
US-Los,15065,5,15TYM,2021-03-03 13:19:40
US-PFe,15065,5,15TYM,2021-03-03 13:19:40
US-TrS,15065,5,15TYM,2021-03-03 13:19:40
US-Syv,15065,5,15TYM,2021-03-03 13:19:40
US-CS5,15065,6,15TYJ,2021-03-03 13:20:32
US-CC2,15065,6,15TYJ,2021-03-03 13:20:32
US-CC1,15065,6,15TYJ,2021-03-03 13:20:32
US-UMd,15065,6,16TFR,2021-03-03 13:20:32
US-UMB,15065,6,16TFR,2021-03-03 13:20:32
US-KM4,15065,7,16TFN,2021-03-03 13:21:24
US-UC2,15065,8,17TQF,2021-03-03 13:22:16
US-UC1,15065,8,17TQF,2021-03-03 13:22:16
US-xBL,15065,9,17SQD,2021-03-03 13:23:08
US-xSC,15065,9,17SQD,2021-03-03 13:23:08
US-xSE,15065,9,18SUJ,2021-03-03 13:23:08
US-CF1,15066,7,11TMM,2021-03-03 14:51:40
US-CF4,15066,7,11TMM,2021-03-03 14:51:40
US-CF2,15066,7,11TMM,2021-03-03 14:51:40
US-CF3,15066,7,11TMM,2021-03-03 14:51:40
US-xYE,15066,9,12TWQ,2021-03-03 14:53:24
US-ARM,15066,12,14SPF,2021-03-03 14:56:45
US-xLE,15066,15,16SCA,2021-03-03 14:59:21
US-RGB,15067,11,10SEJ,2021-03-03 16:28:53
US-xSJ,15067,12,11SKB,2021-03-03 16:29:45
US-xSP,15067,12,11SKB,2021-03-03 16:29:45
US-xTE,15067,12,11SLB,2021-03-03 16:29:45
US-PFb,15080,5,15TYL,2021-03-04 12:32:26
US-PFg,15080,5,15TYL,2021-03-04 12:32:26
US-PFc,15080,5,15TYL,2021-03-04 12:32:26
US-PFd,15080,5,15TYL,2021-03-04 12:32:26
US-PFs,15080,5,15TYL,2021-03-04 12:32:26
US-PFm,15080,5,15TYL,2021-03-04 12:32:26
US-PFh,15080,5,15TYL,2021-03-04 12:32:26
US-PFr,15080,5,15TYL,2021-03-04 12:32:26
US-PFL,15080,5,15TYL,2021-03-04 12:32:26
US-PFi,15080,5,15TYL,2021-03-04 12:32:26
US-PFq,15080,5,15TYL,2021-03-04 12:32:26
US-PFt,15080,5,15TYL,2021-03-04 12:32:26
US-PFj,15080,5,15TYL,2021-03-04 12:32:26
US-WCr,15080,5,15TYL,2021-03-04 12:32:26
US-PFp,15080,5,15TYL,2021-03-04 12:32:26
US-PFn,15080,5,15TYL,2021-03-04 12:32:26
US-PFk,15080,5,15TYL,2021-03-04 12:32:26
US-xUN,15080,5,15TYM,2021-03-04 12:32:26
US-TrB,15080,5,15TYM,2021-03-04 12:32:26
US-Los,15080,5,15TYM,2021-03-04 12:32:26
US-PFe,15080,5,15TYM,2021-03-04 12:32:26
US-TrS,15080,5,15TYM,2021-03-04 12:32:26
US-Syv,15080,5,15TYM,2021-03-04 12:32:26
US-UMd,15080,6,16TFR,2021-03-04 12:33:18
US-UMB,15080,6,16TFR,2021-03-04 12:33:18
CA-Cbo,15080,7,17TNK,2021-03-04 12:34:10
US-UC2,15080,8,17TQF,2021-03-04 12:35:02
US-UC1,15080,8,17TQF,2021-03-04 12:35:02
US-xKZ,15081,3,14SQJ,2021-03-04 14:09:21
US-xKA,15081,3,14SQJ,2021-03-04 14:09:21
US-xUK,15081,3,15SUD,2021-03-04 14:09:21
US-MOz,15081,4,15SWC,2021-03-04 14:10:13
US-xDL,15081,6,16SDB,2021-03-04 14:11:57
US-xTA,15081,6,16SDB,2021-03-04 14:11:57
US-xJE,15081,7,16RGV,2021-03-04 14:12:49
US-SP1,15081,7,17RLN,2021-03-04 14:12:49
US-xSB,15081,7,17RLN,2021-03-04 14:12:49
US-RGB,15082,10,10SEJ,2021-03-04 15:41:49
US-xSR,15082,13,12SWA,2021-03-04 15:44:25
US-MtB,15082,13,12SWA,2021-03-04 15:44:25
US-SRG,15082,13,12SWA,2021-03-04 15:44:25
US-SRS,15082,13,12SWA,2021-03-04 15:44:25
US-SRM,15082,13,12SWA,2021-03-04 15:44:25
US-Wkg,15082,14,12SWA,2021-03-04 15:45:17
US-Whs,15082,14,12SWA,2021-03-04 15:45:17
US-CMW,15082,14,12SWA,2021-03-04 15:45:17
US-xJR,15082,14,13SCS,2021-03-04 15:45:17
US-Jo2,15082,14,13SCS,2021-03-04 15:45:17
US-Jo1,15082,14,13SCS,2021-03-04 15:45:17
US-xHA,15095,9,18TYN,2021-03-05 11:48:31
US-Ha2,15095,9,18TYN,2021-03-05 11:48:31
US-HBK,15095,9,18TYP,2021-03-05 11:48:31
US-Bar,15095,9,19TCJ,2021-03-05 11:48:31
US-xBR,15095,9,19TCJ,2021-03-05 11:48:31
US-MMS,15096,8,16SEJ,2021-03-05 13:23:15
US-UiB,15096,8,16TCK,2021-03-05 13:23:15
US-xRN,15096,9,16SGE,2021-03-05 13:24:07
US-xGR,15096,9,17SKV,2021-03-05 13:24:07
US-Rls,15097,9,11TNH,2021-03-05 14:54:52
US-Rwf,15097,9,11TNH,2021-03-05 14:54:52
US-Rws,15097,9,11TNH,2021-03-05 14:54:52
US-Rms,15097,9,11TNH,2021-03-05 14:54:52
US-xNQ,15097,10,12TUK,2021-03-05 14:55:44
US-xMB,15097,11,12SXH,2021-03-05 14:56:36
US-Jo2,15097,12,13SCS,2021-03-05 14:57:28
US-Jo1,15097,12,13SCS,2021-03-05 14:57:28
US-Seg,15097,12,13SCU,2021-03-05 14:57:28
US-Mpj,15097,12,13SCU,2021-03-05 14:57:28
US-Ses,15097,12,13SCU,2021-03-05 14:57:28
US-Vcp,15097,12,13SCV,2021-03-05 14:57:28
US-Vcs,15097,12,13SCV,2021-03-05 14:57:28
US-Vcm,15097,12,13SCV,2021-03-05 14:57:28
US-Wjs,15097,12,13SDU,2021-03-05 14:57:28
US-xNW,15112,10,13TDE,2021-03-06 14:09:22
US-NR3,15112,10,13TDE,2021-03-06 14:09:22
US-xRM,15112,10,13TDE,2021-03-06 14:09:22
US-NR4,15112,10,13TDE,2021-03-06 14:09:22
US-xAE,15112,12,14SME,2021-03-06 14:11:06
US-xCL,15112,13,14SPC,2021-03-06 14:11:57
US-UC2,15126,8,17TQF,2021-03-07 11:49:08
